国名,名前,ポジション,クロス,決定力,ヘディング制度,ショートパス,ボレー,ドリブル,カーブ,FK精度,ロングパス,ボールコントロール,加速,トップスピード,俊敏性,リアクション,バランス,シュートパワー,ジャンプ,スタミナ,パワフル,ロングシュート,積極性,パスカット,ポジショニング,視野,ペナルティ,平静,防御意識,タックル,スライディング,GK ダイビング,GK ハンドリング,GK キック,GK ポジショニング,GK 反射神経,能力引用元
Croatia,Ivica IVUSIC,GOALKEEPER,12.0,9.0,10.0,18.0,7.0,12.0,13.0,12.0,25.0,18.0,42.0,40.0,56.0,73.0,48.0,54.0,70.0,36.0,71.0,6.0,33.0,8.0,7.0,45.0,12.0,51.0,20.0,13.0,11.0,73.0,71.0,72.0,70.0,73.0,FIFA23
Croatia,Josip STANISIC,DEFENDER,63.0,34.0,69.0,71.0,29.0,59.0,55.0,23.0,47.0,62.0,68.0,74.0,66.0,66.0,60.0,45.0,58.0,69.0,65.0,32.0,67.0,68.0,43.0,43.0,37.0,53.0,70.0,71.0,68.0,11.0,6.0,10.0,9.0,12.0,FIFA22
Croatia,Borna BARISIC,DEFENDER,78.0,55.0,67.0,73.0,42.0,71.0,75.0,77.0,71.0,72.0,75.0,75.0,69.0,65.0,72.0,72.0,69.0,84.0,73.0,59.0,71.0,70.0,70.0,70.0,66.0,69.0,69.0,71.0,70.0,12.0,13.0,6.0,8.0,9.0,FIFA22
Croatia,Martin ERLIC,DEFENDER,31.0,29.0,72.0,67.0,33.0,48.0,32.0,28.0,62.0,54.0,55.0,54.0,42.0,68.0,45.0,48.0,60.0,57.0,82.0,21.0,75.0,69.0,31.0,33.0,49.0,60.0,70.0,74.0,72.0,9.0,9.0,7.0,13.0,8.0,FIFA22
Croatia,Dejan LOVREN,DEFENDER,59.0,33.0,80.0,68.0,42.0,63.0,35.0,18.0,66.0,66.0,52.0,53.0,50.0,75.0,41.0,63.0,79.0,64.0,81.0,34.0,84.0,80.0,21.0,56.0,52.0,69.0,76.0,82.0,83.0,14.0,14.0,13.0,10.0,7.0,FIFA23
Croatia,Borna SOSA,DEFENDER,87.0,41.0,64.0,74.0,44.0,78.0,79.0,55.0,72.0,78.0,78.0,76.0,73.0,77.0,68.0,70.0,67.0,78.0,68.0,65.0,65.0,70.0,64.0,76.0,31.0,72.0,73.0,74.0,69.0,10.0,6.0,6.0,8.0,9.0,FIFA22
Croatia,Josko GVARDIOL,DEFENDER,61.0,42.0,76.0,76.0,54.0,75.0,59.0,59.0,74.0,75.0,80.0,84.0,67.0,74.0,60.0,76.0,83.0,79.0,84.0,56.0,85.0,78.0,58.0,65.0,61.0,75.0,74.0,83.0,80.0,5.0,8.0,6.0,9.0,11.0,FIFA22
Croatia,Domagoj VIDA,DEFENDER,65.0,41.0,79.0,62.0,36.0,53.0,44.0,35.0,60.0,62.0,74.0,74.0,64.0,72.0,63.0,54.0,87.0,82.0,80.0,22.0,82.0,79.0,43.0,50.0,51.0,75.0,81.0,77.0,78.0,16.0,13.0,10.0,9.0,8.0,FIFA22
Croatia,Josip JURANOVIC,DEFENDER,74.0,57.0,57.0,72.0,57.0,67.0,70.0,67.0,68.0,72.0,85.0,87.0,82.0,71.0,82.0,78.0,62.0,82.0,61.0,62.0,74.0,67.0,67.0,68.0,76.0,72.0,66.0,72.0,71.0,12.0,9.0,10.0,15.0,11.0,FIFA22
Croatia,Josip SUTALO,DEFENDER,41.0,22.0,71.0,67.0,26.0,63.0,29.0,22.0,62.0,71.0,79.0,77.0,63.0,74.0,47.0,38.0,80.0,73.0,80.0,23.0,70.0,73.0,34.0,42.0,39.0,78.0,75.0,72.0,73.0,8.0,15.0,7.0,11.0,14.0,FIFA22
Croatia,Ivan PERISIC,FORWARD,85.0,80.0,80.0,75.0,81.0,82.0,78.0,75.0,75.0,80.0,82.0,81.0,81.0,79.0,80.0,84.0,85.0,84.0,80.0,77.0,65.0,69.0,83.0,65.0,76.0,88.0,80.0,70.0,68.0,6.0,7.0,10.0,9.0,6.0,FIFA22
Croatia,Andrej KRAMARIC,FORWARD,76.0,84.0,69.0,84.0,85.0,87.0,79.0,78.0,66.0,86.0,76.0,67.0,84.0,85.0,86.0,84.0,72.0,76.0,69.0,85.0,73.0,21.0,84.0,81.0,91.0,83.0,35.0,20.0,26.0,8.0,14.0,14.0,7.0,15.0,FIFA22
Croatia,Marko LIVAJA,FORWARD,68.0,76.0,72.0,77.0,72.0,80.0,68.0,72.0,43.0,81.0,82.0,75.0,66.0,77.0,70.0,84.0,78.0,70.0,83.0,69.0,88.0,25.0,75.0,80.0,81.0,82.0,39.0,22.0,16.0,15.0,9.0,12.0,15.0,12.0,FIFA22
Croatia,Bruno PETKOVIC,FORWARD,66.0,71.0,79.0,77.0,75.0,80.0,69.0,76.0,73.0,84.0,73.0,74.0,74.0,65.0,47.0,83.0,77.0,68.0,90.0,57.0,48.0,23.0,62.0,80.0,86.0,79.0,38.0,41.0,29.0,11.0,15.0,9.0,14.0,10.0,FIFA22
Croatia,Ante BUDIMIR,FORWARD,41.0,81.0,84.0,68.0,70.0,78.0,44.0,52.0,30.0,79.0,61.0,68.0,56.0,72.0,33.0,78.0,65.0,68.0,83.0,71.0,77.0,24.0,80.0,39.0,65.0,72.0,29.0,35.0,27.0,11.0,14.0,8.0,16.0,15.0,FIFA22
Croatia,Mislav ORSIC,FORWARD,77.0,78.0,54.0,70.0,78.0,73.0,84.0,80.0,62.0,74.0,87.0,89.0,88.0,77.0,84.0,82.0,66.0,80.0,57.0,85.0,47.0,58.0,77.0,68.0,78.0,74.0,56.0,57.0,55.0,8.0,13.0,6.0,15.0,14.0,FIFA22
Croatia,Lovro MAJER,MIDFIELDER,79.0,71.0,55.0,81.0,67.0,85.0,86.0,77.0,79.0,85.0,78.0,66.0,86.0,79.0,70.0,76.0,59.0,78.0,64.0,72.0,62.0,63.0,77.0,80.0,78.0,78.0,56.0,65.0,58.0,9.0,12.0,12.0,5.0,6.0,FIFA22
Croatia,Mateo KOVACIC,MIDFIELDER,73.0,61.0,42.0,90.0,76.0,89.0,79.0,70.0,84.0,89.0,78.0,66.0,87.0,82.0,84.0,79.0,75.0,79.0,65.0,75.0,77.0,75.0,73.0,86.0,59.0,84.0,73.0,76.0,68.0,9.0,5.0,6.0,7.0,7.0,FIFA22
Croatia,Luka MODRIC,MIDFIELDER,86.0,72.0,55.0,91.0,76.0,85.0,85.0,78.0,90.0,90.0,76.0,70.0,91.0,88.0,92.0,79.0,67.0,83.0,58.0,82.0,62.0,80.0,78.0,90.0,82.0,92.0,70.0,75.0,72.0,13.0,9.0,7.0,14.0,9.0,FIFA22
Croatia,Marcelo BROZOVIC,MIDFIELDER,72.0,69.0,70.0,85.0,65.0,76.0,79.0,74.0,84.0,84.0,70.0,68.0,79.0,78.0,84.0,80.0,70.0,94.0,67.0,84.0,85.0,81.0,65.0,80.0,69.0,82.0,77.0,81.0,80.0,8.0,8.0,15.0,11.0,8.0,FIFA22
Croatia,Nikola VLASIC,MIDFIELDER,71.0,74.0,65.0,78.0,71.0,82.0,70.0,72.0,74.0,80.0,81.0,82.0,78.0,76.0,88.0,80.0,55.0,76.0,70.0,81.0,68.0,26.0,76.0,77.0,66.0,77.0,54.0,52.0,37.0,6.0,14.0,15.0,9.0,14.0,FIFA22
Croatia,Mario PASALIC,MIDFIELDER,68.0,81.0,65.0,83.0,72.0,80.0,69.0,59.0,79.0,84.0,70.0,68.0,72.0,78.0,54.0,78.0,70.0,79.0,75.0,75.0,76.0,72.0,85.0,77.0,61.0,77.0,61.0,72.0,64.0,11.0,13.0,13.0,13.0,14.0,FIFA22
Croatia,Luka SUCIC,MIDFIELDER,71.0,66.0,47.0,74.0,71.0,75.0,73.0,73.0,72.0,76.0,74.0,76.0,73.0,68.0,61.0,74.0,60.0,71.0,62.0,76.0,49.0,56.0,68.0,69.0,65.0,70.0,47.0,50.0,44.0,15.0,12.0,10.0,11.0,7.0,FIFA22
Croatia,Kristijan JAKIC,MIDFIELDER,53.0,52.0,69.0,73.0,60.0,65.0,41.0,45.0,75.0,75.0,76.0,55.0,64.0,72.0,75.0,79.0,65.0,86.0,81.0,70.0,86.0,73.0,57.0,66.0,49.0,70.0,71.0,76.0,72.0,10.0,10.0,5.0,9.0,10.0,FIFA23
Denmark,Kasper SCHMEICHEL,GOALKEEPER,18.0,12.0,16.0,41.0,15.0,12.0,13.0,15.0,46.0,40.0,42.0,49.0,60.0,82.0,47.0,59.0,60.0,34.0,63.0,14.0,35.0,20.0,13.0,59.0,26.0,67.0,14.0,14.0,13.0,81.0,78.0,79.0,81.0,86.0,FIFA22
Denmark,Oliver CHRISTENSEN,GOALKEEPER,10.0,5.0,9.0,45.0,5.0,16.0,16.0,11.0,49.0,19.0,37.0,38.0,33.0,58.0,34.0,47.0,64.0,42.0,64.0,6.0,32.0,13.0,6.0,65.0,10.0,47.0,14.0,13.0,11.0,74.0,68.0,63.0,68.0,71.0,FIFA22
Denmark,Frederik RONNOW,GOALKEEPER,14.0,9.0,12.0,25.0,7.0,13.0,16.0,7.0,30.0,12.0,48.0,45.0,34.0,74.0,40.0,50.0,63.0,32.0,67.0,13.0,17.0,12.0,14.0,48.0,17.0,31.0,15.0,11.0,13.0,76.0,70.0,67.0,72.0,77.0,FIFA22
Denmark,Joachim ANDERSEN,DEFENDER,47.0,40.0,76.0,79.0,43.0,57.0,60.0,50.0,82.0,70.0,55.0,55.0,48.0,77.0,56.0,73.0,74.0,74.0,83.0,53.0,80.0,77.0,42.0,63.0,44.0,75.0,77.0,78.0,76.0,13.0,7.0,9.0,15.0,14.0,FIFA22
Denmark,Victor NELSSON,DEFENDER,51.0,36.0,73.0,71.0,37.0,60.0,52.0,38.0,69.0,68.0,72.0,71.0,63.0,70.0,71.0,60.0,81.0,83.0,85.0,41.0,76.0,73.0,47.0,59.0,53.0,67.0,76.0,74.0,73.0,10.0,6.0,12.0,7.0,14.0,FIFA22
Denmark,Simon KJAER,DEFENDER,50.0,55.0,80.0,76.0,37.0,52.0,52.0,66.0,70.0,69.0,63.0,72.0,59.0,80.0,55.0,74.0,78.0,66.0,83.0,41.0,84.0,86.0,31.0,55.0,61.0,70.0,86.0,86.0,80.0,6.0,10.0,13.0,10.0,15.0,FIFA22
Denmark,Joakim MAEHLE,DEFENDER,75.0,50.0,59.0,73.0,62.0,72.0,63.0,25.0,68.0,74.0,84.0,88.0,67.0,74.0,64.0,65.0,84.0,90.0,74.0,62.0,73.0,66.0,76.0,65.0,33.0,73.0,66.0,72.0,70.0,12.0,8.0,12.0,10.0,8.0,FIFA22
Denmark,Andreas CHRISTENSEN,DEFENDER,51.0,36.0,80.0,80.0,25.0,67.0,41.0,39.0,73.0,76.0,60.0,76.0,61.0,84.0,60.0,37.0,79.0,68.0,77.0,20.0,75.0,85.0,32.0,62.0,36.0,79.0,85.0,84.0,83.0,10.0,12.0,8.0,6.0,8.0,FIFA22
Denmark,Rasmus KRISTENSEN,DEFENDER,74.0,64.0,73.0,73.0,63.0,72.0,70.0,56.0,71.0,69.0,77.0,82.0,72.0,75.0,66.0,75.0,82.0,92.0,78.0,66.0,78.0,73.0,70.0,68.0,62.0,72.0,70.0,73.0,71.0,10.0,9.0,9.0,6.0,10.0,FIFA22
Denmark,Jens STRYGER LARSEN,DEFENDER,75.0,59.0,60.0,74.0,60.0,72.0,61.0,48.0,71.0,76.0,78.0,77.0,71.0,75.0,72.0,69.0,78.0,80.0,74.0,57.0,75.0,71.0,71.0,70.0,50.0,65.0,68.0,72.0,70.0,7.0,8.0,12.0,7.0,9.0,FIFA22
Denmark,Daniel WASS,DEFENDER,79.0,76.0,69.0,80.0,69.0,77.0,78.0,84.0,81.0,80.0,73.0,75.0,73.0,80.0,71.0,85.0,68.0,87.0,73.0,80.0,74.0,79.0,76.0,78.0,61.0,77.0,76.0,76.0,75.0,11.0,9.0,10.0,13.0,13.0,FIFA22
Denmark,Alexander BAH,DEFENDER,72.0,59.0,65.0,68.0,54.0,73.0,59.0,64.0,62.0,71.0,90.0,93.0,77.0,74.0,70.0,78.0,73.0,86.0,78.0,63.0,83.0,73.0,69.0,69.0,51.0,68.0,68.0,73.0,71.0,6.0,12.0,12.0,9.0,13.0,FIFA22
Denmark,Mathias JENSEN,MIDFIELDER,72.0,59.0,50.0,76.0,50.0,69.0,70.0,68.0,76.0,74.0,68.0,67.0,82.0,74.0,77.0,62.0,67.0,78.0,66.0,67.0,66.0,72.0,69.0,78.0,69.0,79.0,70.0,64.0,57.0,5.0,13.0,10.0,8.0,12.0,FIFA22
Denmark,Thomas DELANEY,MIDFIELDER,68.0,68.0,83.0,75.0,67.0,71.0,71.0,68.0,79.0,75.0,75.0,74.0,73.0,78.0,72.0,78.0,91.0,85.0,77.0,73.0,85.0,83.0,75.0,72.0,60.0,78.0,84.0,80.0,82.0,8.0,12.0,11.0,14.0,15.0,FIFA22
Denmark,Christian ERIKSEN,MIDFIELDER,86.0,73.0,52.0,89.0,80.0,77.0,89.0,87.0,90.0,90.0,63.0,62.0,72.0,79.0,81.0,84.0,49.0,59.0,52.0,85.0,46.0,56.0,74.0,86.0,67.0,87.0,59.0,57.0,22.0,9.0,14.0,7.0,7.0,6.0,FIFA22
Denmark,Andreas SKOV OLSEN,MIDFIELDER,68.0,70.0,64.0,68.0,59.0,77.0,70.0,62.0,65.0,77.0,80.0,82.0,70.0,66.0,74.0,74.0,69.0,67.0,67.0,71.0,62.0,34.0,74.0,68.0,68.0,68.0,39.0,37.0,31.0,13.0,8.0,7.0,7.0,11.0,FIFA22
Denmark,Mikkel DAMSGAARD,MIDFIELDER,63.0,70.0,51.0,73.0,48.0,82.0,66.0,82.0,70.0,80.0,90.0,79.0,91.0,68.0,86.0,71.0,72.0,72.0,56.0,72.0,64.0,45.0,72.0,76.0,47.0,74.0,52.0,46.0,40.0,6.0,10.0,14.0,11.0,7.0,FIFA22
Denmark,Christian NORGAARD,MIDFIELDER,64.0,60.0,69.0,73.0,51.0,70.0,64.0,64.0,72.0,74.0,61.0,55.0,65.0,74.0,70.0,63.0,68.0,79.0,76.0,57.0,76.0,75.0,64.0,66.0,60.0,72.0,76.0,77.0,72.0,11.0,9.0,13.0,14.0,11.0,FIFA22
Denmark,Pierre-Emile HOJBJERG,MIDFIELDER,68.0,68.0,65.0,83.0,64.0,78.0,70.0,74.0,81.0,80.0,58.0,54.0,65.0,84.0,67.0,85.0,65.0,87.0,79.0,80.0,87.0,82.0,68.0,73.0,56.0,84.0,83.0,84.0,72.0,9.0,7.0,12.0,11.0,11.0,FIFA22
Denmark,Robert SKOV,MIDFIELDER,85.0,72.0,52.0,73.0,73.0,72.0,87.0,88.0,70.0,72.0,76.0,78.0,76.0,72.0,74.0,86.0,49.0,70.0,67.0,82.0,74.0,60.0,72.0,70.0,74.0,70.0,65.0,69.0,65.0,15.0,16.0,15.0,13.0,11.0,FIFA22
Denmark,Jesper LINDSTROM,MIDFIELDER,62.0,73.0,44.0,73.0,58.0,79.0,62.0,57.0,67.0,77.0,87.0,85.0,82.0,69.0,82.0,72.0,56.0,74.0,55.0,70.0,70.0,40.0,73.0,74.0,46.0,71.0,46.0,57.0,49.0,11.0,12.0,14.0,13.0,8.0,FIFA22
Denmark,Martin BRAITHWAITE,FORWARD,68.0,77.0,67.0,75.0,75.0,78.0,71.0,75.0,65.0,80.0,79.0,79.0,80.0,77.0,70.0,77.0,81.0,76.0,75.0,71.0,68.0,31.0,78.0,74.0,73.0,76.0,35.0,30.0,26.0,14.0,13.0,11.0,7.0,8.0,FIFA22
Denmark,Kasper DOLBERG,FORWARD,50.0,79.0,74.0,75.0,77.0,77.0,76.0,70.0,60.0,78.0,69.0,76.0,72.0,75.0,64.0,84.0,73.0,73.0,79.0,79.0,32.0,23.0,77.0,74.0,78.0,76.0,28.0,24.0,19.0,7.0,15.0,13.0,9.0,7.0,FIFA22
Denmark,Jonas WIND,FORWARD,58.0,74.0,76.0,73.0,64.0,73.0,64.0,65.0,69.0,76.0,66.0,70.0,68.0,72.0,69.0,74.0,70.0,77.0,84.0,66.0,64.0,34.0,74.0,75.0,76.0,73.0,35.0,29.0,22.0,7.0,10.0,10.0,11.0,9.0,FIFA22
Denmark,Yussuf YURARY POULSEN,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,Andreas CORNELIUS,FORWARD,50.0,77.0,83.0,70.0,72.0,62.0,63.0,56.0,49.0,66.0,60.0,67.0,49.0,73.0,58.0,82.0,74.0,68.0,87.0,68.0,73.0,28.0,79.0,66.0,66.0,71.0,40.0,28.0,13.0,15.0,9.0,8.0,11.0,9.0,FIFA22
Ecuador,Hernan GALINDEZ,GOALKEEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,Moises RAMIREZ,GOALKEEPER,13.0,8.0,14.0,35.0,6.0,9.0,11.0,12.0,16.0,18.0,35.0,29.0,41.0,65.0,44.0,47.0,60.0,29.0,57.0,7.0,20.0,14.0,8.0,35.0,13.0,35.0,11.0,12.0,12.0,70.0,65.0,63.0,65.0,70.0,FIFA22
Ecuador,Alexander DOMINGUEZ,GOALKEEPER,13.0,11.0,23.0,37.0,15.0,20.0,27.0,15.0,39.0,32.0,34.0,35.0,30.0,67.0,33.0,54.0,63.0,25.0,73.0,13.0,31.0,24.0,15.0,63.0,17.0,67.0,26.0,21.0,22.0,68.0,66.0,72.0,73.0,70.0,FIFA22
Ecuador,Felix TORRES,DEFENDER,39.0,34.0,67.0,66.0,32.0,55.0,37.0,46.0,52.0,67.0,63.0,67.0,55.0,65.0,59.0,50.0,79.0,75.0,78.0,28.0,73.0,70.0,35.0,34.0,53.0,69.0,73.0,72.0,71.0,6.0,6.0,12.0,11.0,5.0,FIFA22
Ecuador,Piero HINCAPIE,DEFENDER,55.0,40.0,76.0,77.0,29.0,70.0,56.0,32.0,74.0,72.0,80.0,84.0,73.0,73.0,65.0,50.0,76.0,69.0,69.0,27.0,71.0,77.0,55.0,53.0,33.0,74.0,78.0,79.0,75.0,9.0,15.0,10.0,6.0,9.0,FIFA22
Ecuador,Robert ARBOLEDA,DEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,William PACHO,DEFENDER,46.0,30.0,67.0,64.0,26.0,52.0,31.0,38.0,61.0,62.0,76.0,83.0,63.0,64.0,56.0,41.0,75.0,69.0,79.0,29.0,70.0,65.0,36.0,47.0,36.0,58.0,65.0,71.0,69.0,9.0,12.0,12.0,13.0,10.0,FIFA23
Ecuador,Pervis ESTUPINAN,DEFENDER,79.0,48.0,75.0,78.0,38.0,73.0,59.0,36.0,62.0,71.0,81.0,83.0,76.0,71.0,70.0,41.0,69.0,79.0,74.0,42.0,74.0,75.0,52.0,56.0,69.0,62.0,69.0,80.0,79.0,14.0,7.0,14.0,7.0,7.0,FIFA22
Ecuador,Xavier ARREAGA,DEFENDER,23.0,28.0,74.0,69.0,27.0,50.0,30.0,22.0,63.0,60.0,58.0,57.0,54.0,61.0,60.0,39.0,71.0,77.0,70.0,17.0,75.0,60.0,30.0,40.0,34.0,60.0,69.0,72.0,69.0,7.0,13.0,8.0,11.0,8.0,FIFA22
Ecuador,Angelo PRECIADO,DEFENDER,70.0,56.0,44.0,63.0,48.0,71.0,50.0,42.0,54.0,67.0,83.0,85.0,79.0,58.0,63.0,58.0,58.0,82.0,65.0,68.0,33.0,61.0,60.0,50.0,58.0,64.0,66.0,67.0,62.0,14.0,12.0,11.0,13.0,7.0,FIFA22
Ecuador,Diego PALACIOS,DEFENDER,70.0,25.0,49.0,70.0,25.0,70.0,36.0,27.0,61.0,68.0,76.0,75.0,71.0,66.0,86.0,48.0,62.0,77.0,62.0,30.0,69.0,67.0,58.0,59.0,37.0,66.0,67.0,72.0,68.0,7.0,10.0,9.0,7.0,9.0,FIFA22
Ecuador,Jackson POROZO,DEFENDER,31.0,29.0,69.0,47.0,26.0,29.0,35.0,35.0,27.0,48.0,61.0,63.0,39.0,60.0,42.0,40.0,72.0,64.0,80.0,26.0,68.0,72.0,31.0,28.0,42.0,62.0,68.0,70.0,67.0,8.0,13.0,8.0,15.0,8.0,FIFA22
Ecuador,Jose CIFUENTES,MIDFIELDER,56.0,61.0,68.0,73.0,38.0,74.0,63.0,34.0,67.0,74.0,67.0,74.0,70.0,70.0,77.0,74.0,73.0,74.0,75.0,59.0,77.0,64.0,70.0,72.0,35.0,70.0,66.0,72.0,66.0,14.0,10.0,8.0,14.0,8.0,FIFA22
Ecuador,Carlos GRUEZO,MIDFIELDER,43.0,41.0,54.0,72.0,37.0,60.0,48.0,47.0,69.0,70.0,68.0,55.0,78.0,69.0,85.0,61.0,69.0,73.0,69.0,42.0,86.0,69.0,55.0,58.0,49.0,65.0,68.0,71.0,73.0,9.0,10.0,12.0,12.0,11.0,FIFA22
Ecuador,Eduar PRECIADO,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,Romario IBARRA,MIDFIELDER,70.0,63.0,62.0,70.0,54.0,70.0,62.0,59.0,58.0,64.0,84.0,84.0,84.0,67.0,72.0,68.0,62.0,71.0,72.0,54.0,50.0,26.0,66.0,55.0,68.0,66.0,39.0,32.0,34.0,12.0,7.0,9.0,8.0,14.0,FIFA22
Ecuador,Angel MENA,MIDFIELDER,75.0,78.0,69.0,75.0,71.0,82.0,64.0,67.0,71.0,80.0,81.0,81.0,88.0,77.0,85.0,69.0,33.0,75.0,47.0,72.0,27.0,43.0,78.0,69.0,72.0,75.0,38.0,46.0,41.0,6.0,10.0,9.0,10.0,13.0,FIFA22
Ecuador,Jeremy SARMIENTO,MIDFIELDER,60.0,61.0,43.0,61.0,52.0,66.0,58.0,55.0,54.0,64.0,84.0,81.0,74.0,47.0,74.0,70.0,34.0,57.0,55.0,54.0,30.0,22.0,59.0,60.0,60.0,64.0,27.0,32.0,30.0,12.0,9.0,13.0,14.0,12.0,FIFA22
Ecuador,Gonzalo PLATA,MIDFIELDER,70.0,67.0,44.0,73.0,71.0,82.0,76.0,53.0,56.0,80.0,87.0,85.0,88.0,75.0,80.0,70.0,51.0,62.0,66.0,67.0,61.0,40.0,75.0,73.0,60.0,77.0,43.0,46.0,38.0,13.0,8.0,14.0,10.0,12.0,FIFA22
Ecuador,Jhegson MENDEZ,MIDFIELDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,Alan FRANCO,MIDFIELDER,38.0,28.0,75.0,71.0,35.0,67.0,31.0,35.0,60.0,65.0,64.0,55.0,59.0,73.0,65.0,50.0,74.0,80.0,79.0,28.0,72.0,73.0,39.0,55.0,42.0,72.0,71.0,70.0,67.0,6.0,8.0,12.0,7.0,13.0,FIFA22
Ecuador,Moises CAICEDO,MIDFIELDER,44.0,57.0,40.0,74.0,40.0,64.0,35.0,40.0,68.0,66.0,75.0,72.0,68.0,63.0,70.0,61.0,72.0,71.0,62.0,65.0,65.0,71.0,57.0,67.0,40.0,66.0,68.0,70.0,68.0,15.0,6.0,13.0,9.0,13.0,FIFA22
Ecuador,Michael ESTRADA,FORWARD,28.0,70.0,78.0,68.0,65.0,70.0,30.0,30.0,51.0,63.0,76.0,76.0,71.0,62.0,52.0,64.0,71.0,54.0,80.0,43.0,76.0,16.0,60.0,51.0,66.0,60.0,14.0,23.0,17.0,14.0,9.0,8.0,8.0,6.0,FIFA22
Ecuador,Enner VALENCIA,FORWARD,67.0,75.0,74.0,67.0,62.0,75.0,73.0,74.0,60.0,72.0,88.0,88.0,84.0,68.0,72.0,81.0,91.0,83.0,76.0,71.0,76.0,42.0,78.0,65.0,70.0,71.0,50.0,45.0,41.0,9.0,12.0,16.0,9.0,8.0,FIFA22
Ecuador,Djorkaeff REASCO,FORWARD,54.0,70.0,62.0,55.0,61.0,63.0,51.0,52.0,48.0,65.0,76.0,75.0,68.0,59.0,70.0,55.0,80.0,79.0,71.0,55.0,72.0,34.0,68.0,60.0,65.0,73.0,39.0,20.0,19.0,7.0,10.0,12.0,12.0,6.0,FIFA22
Ecuador,Kevin RODRIGUEZ,FORWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,Jordan PICKFORD,GOALKEEPER,17.0,19.0,15.0,50.0,20.0,14.0,18.0,16.0,56.0,40.0,53.0,44.0,55.0,75.0,55.0,65.0,77.0,45.0,70.0,13.0,45.0,24.0,18.0,69.0,45.0,65.0,21.0,20.0,12.0,82.0,76.0,87.0,78.0,86.0,FIFA22
England,Nick POPE,GOALKEEPER,11.0,14.0,11.0,31.0,14.0,15.0,13.0,12.0,35.0,24.0,50.0,47.0,36.0,76.0,42.0,55.0,72.0,37.0,75.0,15.0,36.0,21.0,13.0,45.0,22.0,63.0,14.0,15.0,14.0,80.0,82.0,73.0,81.0,83.0,FIFA22
England,Aaron RAMSDALE,GOALKEEPER,15.0,14.0,15.0,54.0,16.0,18.0,17.0,16.0,54.0,35.0,47.0,50.0,53.0,80.0,49.0,63.0,66.0,35.0,59.0,15.0,35.0,24.0,18.0,64.0,25.0,65.0,20.0,16.0,15.0,82.0,77.0,84.0,78.0,84.0,FIFA22
England,Kyle WALKER,DEFENDER,77.0,51.0,74.0,80.0,57.0,79.0,76.0,71.0,81.0,81.0,88.0,94.0,66.0,85.0,69.0,86.0,83.0,86.0,80.0,69.0,84.0,80.0,68.0,69.0,63.0,75.0,76.0,84.0,83.0,12.0,6.0,16.0,15.0,8.0,FIFA22
England,Luke SHAW,DEFENDER,82.0,44.0,76.0,80.0,56.0,78.0,82.0,54.0,69.0,80.0,76.0,79.0,75.0,77.0,77.0,72.0,83.0,76.0,81.0,54.0,85.0,78.0,76.0,80.0,38.0,81.0,80.0,81.0,78.0,10.0,12.0,13.0,7.0,7.0,FIFA22
England,John STONES,DEFENDER,62.0,52.0,84.0,83.0,44.0,72.0,52.0,37.0,75.0,83.0,69.0,75.0,66.0,82.0,59.0,55.0,83.0,77.0,78.0,44.0,80.0,83.0,52.0,67.0,52.0,80.0,84.0,85.0,82.0,7.0,15.0,11.0,10.0,8.0,FIFA22
England,Harry MAGUIRE,DEFENDER,51.0,48.0,87.0,78.0,49.0,71.0,48.0,46.0,80.0,74.0,47.0,53.0,45.0,79.0,41.0,80.0,87.0,76.0,90.0,52.0,84.0,83.0,61.0,70.0,59.0,78.0,78.0,82.0,76.0,14.0,16.0,9.0,14.0,9.0,FIFA22
England,Kieran TRIPPIER,DEFENDER,86.0,54.0,79.0,81.0,58.0,74.0,86.0,84.0,80.0,82.0,74.0,73.0,73.0,81.0,79.0,79.0,78.0,86.0,64.0,70.0,73.0,80.0,76.0,80.0,66.0,77.0,79.0,81.0,80.0,11.0,14.0,8.0,11.0,10.0,FIFA22
England,Eric DIER,DEFENDER,64.0,52.0,82.0,74.0,51.0,65.0,68.0,76.0,76.0,72.0,52.0,55.0,36.0,79.0,46.0,84.0,71.0,74.0,91.0,74.0,88.0,76.0,53.0,64.0,74.0,76.0,79.0,81.0,82.0,11.0,14.0,6.0,13.0,9.0,FIFA22
England,Conor COADY,DEFENDER,67.0,51.0,76.0,81.0,56.0,62.0,58.0,60.0,85.0,79.0,41.0,51.0,48.0,80.0,54.0,68.0,84.0,80.0,74.0,63.0,68.0,81.0,50.0,72.0,60.0,80.0,81.0,80.0,74.0,8.0,15.0,10.0,12.0,8.0,FIFA22
England,Trent ALEXANDER-ARNOLD,DEFENDER,92.0,62.0,69.0,87.0,63.0,78.0,87.0,85.0,91.0,86.0,78.0,82.0,73.0,83.0,73.0,82.0,66.0,89.0,66.0,75.0,74.0,83.0,78.0,90.0,55.0,82.0,79.0,83.0,80.0,14.0,15.0,14.0,6.0,7.0,FIFA22
